URL,lyrics_and_chords,song_title,artist,popularity_score,verse_chords,tonic_chord,verse_chords_rebased
https://tabs.ultimate-guitar.com/tab/elton-john/your-song-chords-29113,"D G A G D Gmaj7 A/C# F#m It's a little bit funny, this feeling inside Bm Bm/A Bm/G# Gmaj7 I'm not one of those who can easily hide D A F# Bm I don't have much money, but boy, if I did D Em7 G A I'd buy a big house where we both could live D Gmaj7 A/C# F#m If I was a sculptor, but then again, no Bm Bm/A Bm/G# G Or a man who makes potions in a travelling show D A F# Bm I know it's not much but it's the best I can do D Em7 G D My gift is my song, and this one's for you A/C# Bm Em7 Gmaj7 And you can tell everybody this is your song A/C# Bm Em G It may be quite simple but now that it's done Bm Bm/A I hope you don't mind, I hope you don't mind Bm/G# G6 That I put down in words, D/F# Em G A How wonderful life is while you're in the world D G A G D Gmaj7 A/C# F#m I sat on the roof and kicked off the moss Bm Bm/A Bm/G# Gmaj7 Well a few of the verses, well they've got me quite cross D A F# Bm But the sun's been quite kind, while I wrote this song D Em7 G A It's for people like you that keep it turned on D Gmaj7 A/C# F#m So excuse me forgetting, but these things I do Bm Bm/A Bm/G# Gmaj7 You see I've forgotten if they're green or they're blue D A F# Bm Anyway, the thing is, what I really mean D Em7 G D Yours are the sweetest eyes I've ever seen A/C# Bm Em7 G And you can tell everybody this is your song A/C# Bm Em G It may be quite simple but now that it's done Bm Bm/A I hope you don't mind, I hope you don't mind Bm/G# G6 That I put down in words, D Em G A How wonderful life is while you're in the world Bm Bm/A I hope you don't mind, I hope you don't mind Bm/G# G6 That I put down in words, D/F# Em G D G/D A/D G/D D How wonderful life is while you're in the world[/",Your Song,Elton John,90,"['D', 'G', 'A', 'F#m', 'Bm', 'Gmaj7', 'A/C#', 'Em7']",D,"['C', 'F', 'G', 'Dm', 'Am', 'Fmaj7', 'G/B', 'Dm7']"
https://tabs.ultimate-guitar.com/tab/nirvana/smells-like-teen-spirit-chords-807883,"E A G Load up on guns C E Bring your friends A G It's fun to lose C E And to pretend A G She's o-ver-bored C E Self-assured A G C E O"" /> var sentryLazyHandler = sentryMethodsToSave.forEach( ); ) ; ; <div class=""js-store"" data-content="" , urlFacebook , ps_server , api_web_serv , static_server : statik_cache : _ver1708701584 , staticPrefix : /static , time :1708760212000, isGDPRAvailable isCcpaAvailable user : , is_renew_session :false , username : Unregistered , iq : , contributorPower is_bot is_banned :false , isOfficeUser isOfficeRequest isWebp isBot is_mobile is_tablet isThemeMobile isIe isEs6 isAsia socketCluster : , metricaId :18746557, captcha_id : 6LfCo_8SAAAAALEMHnlK18j8IemlAdvmxwRnQe2v , stripeApiKey : , country : US , countryCode : US , browserName : Python , os : , platform :4, browser : ,\ device\ : , urlUgProAppIcon : withCritical analytics : , braintree : , vimeo : , hasStaticCache :0, rtAnalytics : , xtz : , jinba : , metricaParams : , store : , album_cover : , artist_url : tab_url : date_update : 1560267690 , user_id :0, user_iq :0, username : Unregistered , type_name : Chords , best_pro_tab_url : backing_track_tip tab_view :{ wiki_tab :{ content : E A G C x4 E A G C x2 E A G Load up on guns C E Bring your friends A G It's fun to lose C E And to pretend A G She's o-ver-bored C E Self-assured A G C E Oh no, I know a dirty word A G C E Hello, hello, hello, how low A G C E Hello, hello, hello, how low A G C E Hello, hello, hello, how low A G C Hello, hello, hello E With the lights out A G It's less dangerous C E Here we are now A G Entertain us C E I feel stupid A G And contagious C E Here we are now A G Entertain us C E A mulatto A G An albino C E A mosquito A G My libido C Yeah Hey! e B G D x2 A E E A G C x2 E A G C E I'm worse at what I do best A G C E And for this gift I feel blessed A G C E Our little group has always been A G C E And always will until the end A G C E Hello, hello, hello, how low A G C E Hello, hello, hello, how low A G C E Hello, hello, hello, how low A G C Hello, hello, hello E With the lights out A G It's less dangerous C E Here we are now A G Entertain us C E I feel stupid A G And contagious C E Here we are now A G Entertain us C E A mulatto A G An albino C E A mosquito A G My libido C Yeah Hey! e B G D x2 A E e B G D x2 A E e B G D x4 A E E A G C x2 E A G C E And I forget just why I taste A G C E Oh yeah, I guess it makes me smile A G C E I found it hard, it's hard to find A G C E Oh well, whatever, nevermind A G C E Hello, hello, hello, how low A G C E Hello, hello, hello, how low A G C E Hello, hello, hello, how low A G C Hello, hello, hello E With the lights out A G It's less dangerous C E Here we are now A G Entertain us C E I feel stupid A G And contagious C E Here we are now A G Entertain us C E A mulatto A G An albino C E A mosquito A G My libido C E A G C A denial, a denial E A G C A denial, a denial E A G C A denial, a denial E A G C A denial, a denial E A denial[/",Smells Like Teen Spirit,Nirvana,95,"['E', 'A', 'G', 'C']",E,"['C', 'F', 'D', 'G']"
https://tabs.ultimate-guitar.com/tab/the-killers/mr-brightside-chords-202646,"C C/B F C C/B Coming out of my cage F And I've been doing just fine Gotta gotta be down Because I want it all C C/B It started out with a kiss F How did it end up like this"" /> var sentryLazyHandler = sentryMethodsToSave.forEach( ); ) ; ; <div class=""js-store"" data-content="" , urlFacebook , ps_server , api_web_serv , static_server : statik_cache : _ver1708701584 , staticPrefix : /static , time :1708760212000, isGDPRAvailable isCcpaAvailable user : , is_renew_session :false , username : Unregistered , iq : , contributorPower is_bot is_banned :false , isOfficeUser isOfficeRequest isWebp isBot is_mobile is_tablet isThemeMobile isIe isEs6 isAsia socketCluster : , metricaId :18746557, captcha_id : 6LfCo_8SAAAAALEMHnlK18j8IemlAdvmxwRnQe2v , stripeApiKey : , country : US , countryCode : US , browserName : Python , os : , platform :4, browser : ,\ device\ : , urlUgProAppIcon : withCritical analytics : , braintree : , vimeo : , hasStaticCache :0, rtAnalytics : , xtz : , jinba : , metricaParams : , store : , album_cover : , artist_url : tab_url : date_update : 1575895996 , user_id :0, user_iq :0, username : Unregistered , type_name : Chords , best_pro_tab_url : backing_track_tip tab_view :{ wiki_tab :{ content : C C/B F C C/B Coming out of my cage F And I've been doing just fine Gotta gotta be down Because I want it all C C/B It started out with a kiss F How did it end up like this? It was only a kiss It was only a kiss C C/B Now I'm falling asleep F And she's calling a cab While he's having a smoke And she's taking the drag C C/B Now they're going to bed F And my stomach is sick And it's all in my head But she's touching his Am Сhest now G He takes off her dress now F Let me go Am I just can't look G It's killing me F And taking control C Jealousy F Am Turning saints into the sea G C Swimming through sick lullabies F Am Choking on your alibis G C But it's just the price I pay F Am Destiny is calling me G C Fmaj7 Open up my eager eyes Am G ‘Cause I'm Mr. Brightside C Fadd9 Am G C Fadd9 Am G C C/B I'm coming out of my cage F And I've been doing just fine Gotta gotta be down Because I want it all C C/B It started out with a kiss F How did it end up like this? It was only a kiss It was only a kiss C C/B Now I'm falling asleep F And she's calling a cab While he's having a smoke And she's taking the drag C C/B Now they're going to bed F And my stomach is sick And it's all in my head But she's touching his Am Сhest now G He takes off her dress now F Let me go Am 'Cause I just can't look G It's killing me F And taking control C Jealousy F Am Turning saints into the sea G C Swimming through sick lullabies F Am Choking on your alibies G C But it's just the price I pay F Am Destiny is calling me G C Fmaj7 Open up my eager eyes Am G ‘Cause I'm Mr. Brightside C Fadd9 Am G C Fadd9 Am G C F Am G I never C F Am G I never C F Am G I never C F Am G I never[/",Mr. Brightside,The Killers,85,"['C', 'C', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'Am', 'G', 'F']",C,"['C', 'C', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'Am', 'G', 'F']"
https://tabs.ultimate-guitar.com/tab/2135261,"G Bm C G Somewhere over the rainbow, way up high C G D Em C and the dreams that you dream of once in a lullaby. Ohhhh. G Bm C G Somewhere over the rainbow bluebirds fly C G D Em C and the dreams that you dream of, dreams really do come true. Ohhhh. G Someday I'll wish upon a star, Bm Em C wake up where the clouds are far behind me. G Where troubles melts like lemon drops, Bm high above the chimney tops, Em C that's where you'll find me, oh G Bm C G Somewhere over the rainbow, bluebirds fly C G D Em C and the dreams that you dare to, oh, why, oh why can't I? I-I-I, oh G Someday I'll wish upon a star, Bm Em C wake up where the clouds are far behind me-e-e. G Where troubles melts like lemon drops, Bm high above the chimney tops Em C that's where you'll find me, oh (Reprise) G Bm C G Somewhere over the rainbow, way up high C G D Em C and the dreams that you dare to, why, oh why can't I? I-I-I (Repeat and fade out) G Bm C G Oooo, oooo, oooo, oooo... C B7 Em C Oooo, oooo, oooo, oooo...[/",Somewhere Over the Rainbow,Unknown,85,"['G', 'Bm', 'C', 'G', 'C', 'G', 'D', 'Em', 'C', 'G', 'Bm', 'C', 'G', 'C', 'G', 'D', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G', 'Bm', 'C', 'G', 'C', 'G', 'D', 'Em', 'C']",G,"['C', 'Em', 'F', 'C', 'F', 'C', 'G', 'Am', 'F', 'C', 'Em', 'F', 'C', 'F', 'C', 'G', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'F', 'C', 'F', 'C', 'G', 'Am', 'F']"
https://tabs.ultimate-guitar.com/tab/britney-spears/baby-one-more-time-chords-279810,"/ Am Oh baby, baby E C How was I supposed to know Dm E That something wasn't right here Am Oh baby, baby E C I shouldn't have let you go Dm E And now you're out of sight, "" /> var sentryLazyHandler = sentryMethodsToSave.forEach( ); ) ; ; <div class=""js-store"" data-content="" , urlFacebook , ps_server , api_web_serv , static_server : statik_cache : _ver1708701584 , staticPrefix : /static , time :1708760213000, isGDPRAvailable isCcpaAvailable user : , is_renew_session :false , username : Unregistered , iq : , contributorPower is_bot is_banned :false , isOfficeUser isOfficeRequest isWebp isBot is_mobile is_tablet isThemeMobile isIe isEs6 isAsia socketCluster : , metricaId :18746557, captcha_id : 6LfCo_8SAAAAALEMHnlK18j8IemlAdvmxwRnQe2v , stripeApiKey : , country : US , countryCode : US , browserName : Python , os : , platform :4, browser : ,\ device\ : , urlUgProAppIcon : withCritical analytics : , braintree : , vimeo : , hasStaticCache :0, rtAnalytics : , xtz : , jinba : , metricaParams : , store : , album_cover : , artist_url : tab_url : date_update : 1674868222 , user_id :186336, user_iq :145, username : butcherworm , type_name : Chords , best_pro_tab_url : backing_track_tip tab_view :{ wiki_tab :{ content : Capo 3 Am Oh baby, baby E C How was I supposed to know Dm E That something wasn't right here Am Oh baby, baby E C I shouldn't have let you go Dm E And now you're out of sight, yeah Am E Show me, how you want it to be C Tell me, baby Dm E 'Cause I need to know now, oh, because Am E My loneliness is killing me (and I) C Dm E I must confess, I still believe (still believe) Am E When I'm not with you I lose my mind F G C Give me a sign Dm E Hit me baby, one more time Am Oh baby, baby E C The reason I breathe is you Dm E Boy you've got me blinded Am Oh, pretty baby E C There's nothing that I wouldn't do Dm E It's not the way I planned it Am E Show me, how you want it to be C Tell me, baby Dm E 'Cause I need to know now, oh, because Am E My loneliness is killing me (and I) C Dm E I must confess, I still believe (still believe) Am E When I'm not with you I lose my mind F G C Give me a sign Dm E Hit me baby, one more time Am Oh baby, baby Am Oh baby, baby Am Oh baby, baby E C Dm E How was I supposed to know F G Oh, pretty baby, I shouldn't have let you Dm F Gooooooooooooo G Am E I must confess, that my loneliness C Dm E F Is killing me now, don't you know I still believe G That you will be here F And give me a sign Dm G G#dim Hit me baby, one more time Am E My loneliness is killing me (and I) C Dm E I must confess, I still believe (still believe) Am E When I'm not with you I lose my mind F G C Give me a sign Dm E Hit me baby, one more time Am E I must confess that my loneliness C Dm E Is killing me now (don't you know I still believe?) Am E That you will be here F G C and give me a sign? Dm E Hit me baby, one more time[/",Hit Me Baby One More Time,Britney Spears,90,"['Am', 'E', 'C', 'Dm', 'E']",Am,"['Am', 'E', 'C', 'Dm', 'E']"
https://tabs.ultimate-guitar.com/tab/wheatus/teenage-dirtbag-chords-927822,"E B E A E B E A / (Let top two open notes ring) e B G D B G D A E E B Her name is Noelle, E A I have a dream about her. E B She rings my bell. E A I got gym class in half an hour. E B Oh, how she rocks, E A In keds and tube socks, C#m A B But she doesn't know who I am, C#m A B And she doesn't give a damn about me. e --------- B --------- G --------- D --------- A ---7---9- E -5---7--- E A B C#m G#m 'Cause I'm just a teenage dirtbag, baby. E A B C#m G#m Yeah I'm just a teenage dirtbag, baby. E A B C#m G#m E A (6/4) B C#m G#m A B Listen to Iron Maiden, baby, with me. E B E A E B E A E B Her boyfriend's a dick E A and he brings a gun to school, E B And he'd simply kick E A My ass if he knew the truth. E B He lives on my block E A And he drives an Iroc C#m A B But he doesn't know who I am, C#m A B And he doesn't give a damn about me. E A B C#m G#m 'Cause I'm just a teenage dirtbag, baby. E A B C#m G#m Yeah I'm just a teenage dirtbag, baby. E A B C#m G#m E A (6/4) B C#m G#m A B Listen to Iron Maiden, baby, with me. E Asus2 E Asus2 E Asus2 Yeeah, -------- Dirtbag, ---------- C#m G#m A B No, she doesn't know what she's missing. E Asus2 E Asus2 E Asus2 Yeeah, -------- Dirtbag, ---------- C#m G#m A B No, she doesn't know what she's missing. E B E A E B Man, I feel like mold, E A It's prom night and I am lonely. E B Lo and behold: E A She's walking over to me. E B This must be fake, E A My lip starts to shake. C#m A B How does she know who I am? C#m A B And why does she give a damn about me? (same chords but softer than previous choruses, possibly pluck certain notes) E A B C#m G#m I've got two tickets to Iron Maiden, baby, E A B C#m G#m Come with me Friday, don't say maybe. E A B C#m G#m E A (6/4) B C#m G#m A B I'm just a teenage dirtbag baby like you. E Asus2 E Asus2 E Asus2 Yeeah, -------- Dirtbag, ---------- C#m G#m A B No, she doesn't know what she's missing. E Asus2 E Asus2 E Asus2 Yeeah, -------- Dirtbag, ---------- C#m G#m A B E B No, she doesn't know what she's mis - sing.[/",Teenage Dirtbag,Wheatus,85,"['E', 'B', 'E', 'A', 'E', 'B', 'E', 'A', 'C#m', 'A', 'B']",E,"['C', 'G', 'C', 'F', 'C', 'G', 'C', 'F', 'Am', 'F', 'G']"
https://tabs.ultimate-guitar.com/tab/misc-cartoons/aladdin-a-whole-new-world-chords-171361,"D D/G D D D/G D / D D/G D I can show you the world D D/G Bm A/C# Shining, shimmering, splendid Em F#7 Bm Tell me, princess, now when did Bm/A G D You last let your heart de"" /> var sentryLazyHandler = sentryMethodsToSave.forEach( ); ) ; ; <div class=""js-store"" data-content="" , urlFacebook , ps_server , api_web_serv , static_server : statik_cache : _ver1708701587 , staticPrefix : /static , time :1708760215000, isGDPRAvailable isCcpaAvailable user : , is_renew_session :false , username : Unregistered , iq : , contributorPower is_bot is_banned :false , isOfficeUser isOfficeRequest isWebp isBot is_mobile is_tablet isThemeMobile isIe isEs6 isAsia socketCluster : , metricaId :18746557, captcha_id : 6LfCo_8SAAAAALEMHnlK18j8IemlAdvmxwRnQe2v , stripeApiKey : , country : US , countryCode : US , browserName : Python , os : , platform :4, browser : ,\ device\ : , urlUgProAppIcon : withCritical analytics : , braintree : , vimeo : , hasStaticCache :0, rtAnalytics : , xtz : , jinba : , metricaParams : , store : , album_cover : , artist_url : tab_url : date_update : 1557490854 , user_id :64087, user_iq :203, username : Daveo , type_name : Chords , best_pro_tab_url : backing_track_tip tab_view :{ wiki_tab :{ content : D D/G D D D/G D D D/G D I can show you the world D D/G Bm A/C# Shining, shimmering, splendid Em F#7 Bm Tell me, princess, now when did Bm/A G D You last let your heart decide? D D/G D I can open your eyes D D/G Bm A/C# Take you wonder by wonder Em F#7 Bm Over, sideways and under Bm/A G D On a magic carpet ride G A D A whole new world A A/C# D A new fantastic point of view G D/F# No one to tell us no G D/F# Or where to go Bm7 E7 A7 Or say we're only dreaming G A D A whole new world G A Bbdim7 Bm A dazzling place I never knew D7 G D/F# But when I'm way up here G D/F# It's crystal clear Bm7 E7 C A7 D That now I'm in a whole new world with you D Dsus4 C A7 D Now I'm in a whole new world with you F F/Bb F Unbelievable sights F F/Bb Dm C/E Indescribable feeling Gm A7 Dm Soaring, tumbling, freewheeling Dm/C Bb F Through an endless diamond sky Bb C F A whole new world (Don't you dare close your eyes) Bb C/E F A hundred thousand things to see (Hold your breath - it gets better) Bb F/A I'm like a shooting star Bb F/A I've come so far Dm7 G7 C7 I can't go back to where I used to be Bb C F A whole new world (Every turn a surprise) Bb C Dbdim7 Dm With new horizons to pursue (Every moment red-letter) F7 Bb F/A I'll chase them anywhere Bb F/A There's time to spare Dm7 G7 Eb C7 Dm F/C Let me share this whole new world with you Bbmaj7 F/A A whole new world Gm7 F/A That's where we'll be Bbmaj7 A thrilling chase Csus4 A wonderous place C F For you and me[/",A Whole New World,Unknown,85,"['D', 'G', 'Bm', 'A', 'Em', 'F#', 'G', 'D', 'G', 'Bm', 'A', 'Em', 'F#', 'G', 'D', 'G', 'A', 'D', 'A', 'D', 'G', 'D', 'G', 'Bm', 'E', 'A', 'G', 'A', 'D', 'G', 'A', 'Bm', 'D', 'G', 'D', 'G', 'Bm', 'E', 'C', 'A', 'D', 'D', 'C', 'A', 'D', 'F', 'F', 'Dm', 'C', 'Gm', 'A', 'Dm', 'Bb', 'F', 'Bb', 'C', 'F', 'Bb', 'F', 'Bb', 'Dm', 'G', 'C', 'Bb', 'C', 'F', 'Bb', 'C', 'Dm', 'F', 'Bb', 'F', 'Bb', 'Dm', 'G', 'C', 'Dm', 'F']",D,"['C', 'F', 'Am', 'G', 'Dm', 'E', 'F', 'C', 'F', 'Am', 'G', 'Dm', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'C', 'F', 'C', 'F', 'Am', 'B', 'G', 'F', 'G', 'C', 'F', 'G', 'Am', 'C', 'F', 'C', 'F', 'Am', 'B', 'G', 'G', 'C', 'C', 'G', 'G', 'C', 'E', 'E', 'Am', 'G', 'Dm', 'G', 'Am', 'F', 'C', 'E', 'C', 'F', 'E', 'C', 'E', 'Am', 'E', 'C', 'E', 'C', 'Am', 'E', 'G', 'F', 'E', 'G', 'C', 'E', 'G', 'C', 'Am', 'E', 'C', 'Am', 'E', 'G', 'C', 'Am', 'E']"
https://tabs.ultimate-guitar.com/tab/taylor-swift/love-story-chords-730809,"C G Am F C We were both young when I first saw you F I close my eyes and the flashback starts Am F I'm standing there on a balcony in summer air C See the lights, see the p"" /> var sentryLazyHandler = sentryMethodsToSave.forEach( ); ) ; ; <div class=""js-store"" data-content="" , urlFacebook , ps_server , api_web_serv , static_server : statik_cache : _ver1708701584 , staticPrefix : /static , time :1708760215000, isGDPRAvailable isCcpaAvailable user : , is_renew_session :false , username : Unregistered , iq : , contributorPower is_bot is_banned :false , isOfficeUser isOfficeRequest isWebp isBot is_mobile is_tablet isThemeMobile isIe isEs6 isAsia socketCluster : , metricaId :18746557, captcha_id : 6LfCo_8SAAAAALEMHnlK18j8IemlAdvmxwRnQe2v , stripeApiKey : , country : US , countryCode : US , browserName : Python , os : , platform :4, browser : ,\ device\ : , urlUgProAppIcon : withCritical analytics : , braintree : , vimeo : , hasStaticCache :0, rtAnalytics : , xtz : , jinba : , metricaParams : , store : , album_cover : , artist_url : tab_url : date_update : 1694013330 , user_id :754630, user_iq :405, username : e8n1 , type_name : Chords , best_pro_tab_url : backing_track_tip tab_view :{ wiki_tab :{ content : C G Am F C We were both young when I first saw you F I close my eyes and the flashback starts Am F I'm standing there on a balcony in summer air C See the lights, see the party, the ball gowns F See you make your way through the crowd Am And say, \ Hello\ G Little did I know F G That you were Romeo, you were throwing pebbles Am C And my daddy said, \ Stay away from Juliet\ F And I was crying on the staircase G Am F G Begging you please don't go, and I said C Romeo take me somewhere we can be alone G I'll be waiting all there's left to do is run Am You'll be the prince and I'll be the princess F G C It's a love story baby just say \ yes\ C So I sneak out to the garden to see you F We keep quiet 'cause we're dead if they knew Am So close your eyes G Escape this town for a little while F G 'Cause you were Romeo, I was a scarlet letter Am C And my daddy said stay away from Juliet F But you were everything to me I was G Am F G Begging you please don't go, and I said C Romeo take me somewhere we can be alone G I'll be waiting all there's left to do is run Am You'll be the prince and I'll be the princess F G It's a love story baby just say yes C Romeo, save me, they try to tell me how to feel G This love is difficult, but it's real, Am Don't be afraid, we'll make it out of this mess F G It's a love story baby just say yes, oh C G Am F G Am F C G I got tired of waiting, wondering if you were ever coming around Am F My faith in you was fading C G When I met you on the outskirts of town and I said C Romeo save me I've been feeling so alone G I keep waiting for you but you never come Am Is this in my head, I don't know what to think F G He knelt to the ground and pulled out a ring and said D Marry me, Juliet you'll never have to be alone A I love you, and that's all I really know Bm I talked to your dad, go pick out a white dress G A D It's a love story baby just say yes A Bm Uh oh, uh oh G D Cause we were both young when I first saw you[/",Unknown,Unknown,75,"['C', 'G', 'Am', 'F']",C,"['C', 'G', 'Am', 'F']"
https://tabs.ultimate-guitar.com/tab/train/hey-soul-sister-chords-884388,"C G Am F Hey-ay, Hey-ay-AY-ay-ay, Hey-ay-AY-ay-ay C G Am F Your lipstick stains on the front lobe of my left side brains C G Am F G "" /> var sentryLazyHandler = sentryMethodsToSave.forEach( ); ) ; ; <div class=""js-store"" data-content="" , urlFacebook , ps_server , api_web_serv , static_server : statik_cache : _ver1708701587 , staticPrefix : /static , time :1708760216000, isGDPRAvailable isCcpaAvailable user : , is_renew_session :false , username : Unregistered , iq : , contributorPower is_bot is_banned :false , isOfficeUser isOfficeRequest isWebp isBot is_mobile is_tablet isThemeMobile isIe isEs6 isAsia socketCluster : , metricaId :18746557, captcha_id : 6LfCo_8SAAAAALEMHnlK18j8IemlAdvmxwRnQe2v , stripeApiKey : , country : US , countryCode : US , browserName : Python , os : , platform :4, browser : ,\ device\ : , urlUgProAppIcon : withCritical analytics : , braintree : , vimeo : , hasStaticCache :0, rtAnalytics : , xtz : , jinba : , metricaParams : , store : , album_cover : , artist_url : tab_url : date_update : 1663028589 , user_id :1296504, user_iq :134, username : tze.yeang , type_name : Chords , best_pro_tab_url : backing_track_tip tab_view :{ wiki_tab :{ content : Capo 4 Strumming pattern: D _ D U D U D U C G Am F Hey-ay, Hey-ay-AY-ay-ay, Hey-ay-AY-ay-ay C G Am F Your lipstick stains on the front lobe of my left side brains C G Am F G I knew I wouldn't forget you and so I went and let you blow my mind C G Am F Your sweet moonbeam the smell of you in every single dream I dream C G Am F G I knew when we collided you're the one I have decided who's one of my kind F G C G F Hey soul sister ain't that Mister Mister on the radio stereo G C G The way you move ain't fair you know F G C G F G Hey soul sister I don't want to miss a single thing you do C G Am F To-night Hey-ay, Hey-ay-AY-ay-ay, Hey-ay-AY-ay-ay C G Am F Just in ti-i-i-ime I'm so glad you have a one track mind like me C G Am F G You gave my life direction a game show love connection we can't deny-i-iii C G Am F I'm so obsessed my heart is bound to beat right out my untrimmed chest C G Am I believe in you like a virgin you're Madonna and I'm always gonna wanna F G blow your mind F G C G F Hey soul sister ain't that Mister Mister on the radio stereo G C G The way you move ain't fair you know F G C G F G Hey soul sister I don't want to miss a single thing you do C Tonight C The way you can cut a rug G Am Watching you's the only drug I need You're so gangster I'm so thug F C You're the only one I'm dreaming of you see G I can be myself now finally Am In fact there's nothing I can't be F G I want the world to see you be with me F G C G F Hey soul sister ain't that Mister Mister on the radio stereo G C G The way you move ain't fair you know F G C G F G Hey soul sister I don't want to miss a single thing you do tonight F G C G F G Hey soul sister I don't want to miss a single thing you do-oooo C G Am F G Tonight Hey-ay, Hey-ay-AY-ay-ay, Hey-ay-AY-ay-ay C G Am F G Tonight Hey-ay, Hey-ay-AY-ay-ay, Hey-ay-AY-ay-ay C Tonight[/","Hey-ay, Hey-ay-AY-ay-ay, Hey-ay-AY-ay-ay",Unknown,75,"['C', 'G', 'Am', 'F']",C,"['C', 'G', 'Am', 'F']"
https://tabs.ultimate-guitar.com/tab/the-beatles/let-it-be-chords-17427,"C G Am Fmaj7 F6 C G F C/E Dm7 C C G Am Am/G Fmaj7 F6 When I find myself in times of trouble, Mother Mary comes to me C G F C/E Dm7 C Speaking words of wisdom, let it be C G Am Am/G Fmaj7 F6 And in my hour of darkness, she is standing right in front of me C G F C/E Dm7 C Speaking words of wisdom, let it be Am G F C Let it be, let it be, let it be, let it be C G F C/E Dm7 C Whisper words of wisdom, let it be C G Am Am/G Fmaj7 F6 And when the broken hearted people, living in the world agree C G F C/E Dm7 C There will be an answer, let it be C G Am Am/G Fmaj7 F6 For though they may be parted, there is still a chance that they will see C G F C/E Dm7 C There will be an answer, let it be Am G F C Let it be, let it be, let it be, let it be C G F C/E Dm7 C There will be an answer, let it be Am G F C Let it be, let it be, let it be, let it be C G F C/E Dm7 C Whisper words of wisdom, let it be F C/E Dm7 C Bb F/A G F C x2 C G Am F C G F C x2 Am G F C Let it be, let it be, let it be, let it be C G F C/E Dm7 C Whisper words of wisdom, let it be C G And when the night is cloudy, Am Am/G Fmaj7 F6 There is still a light that shines on me C G F C/E Dm7 C Shine on till tomorrow, let it be C G Am Am/G Fmaj7 F6 I wake up to the sound of music, Mother Mary comes to me C G F C/E Dm7 C Speaking words of wisdom, let it be Am G F C Let it be, let it be, let it be, let it be C G F C/E Dm7 C There will be an answer, let it be Am G F C Let it be, let it be, let it be, let it be C G F C/E Dm7 C There will be an answer, let it be eeee Am G F C Let it be, let it be, let it be, ya let it be C G F C/E Dm7 C Whisper words of wisdom, let it be eeeeeee[/",Let It Be,The Beatles,95,"['C', 'G', 'Am', 'F', 'C', 'G', 'F', 'C', 'Dm', 'C']",C,"['C', 'G', 'Am', 'F', 'C', 'G', 'F', 'C', 'Dm', 'C']"
